"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.951730421E1,1.274000702E0,4.922363892E0,1.305360489E1
7.952735021E1,1.157842255E0,4.167184296E0,1.400487671E1
7.953739621E1,8.144563293E-1,3.373684387E0,1.491408600E1
7.954744221E1,1.562750244E-1,2.649640045E0,1.511886017E1
7.955748821E1,-5.902226257E-1,2.264490967E0,1.437326065E1
7.956753421E1,-1.203647003E0,2.154320068E0,1.308384201E1
7.957758021E1,-1.569935303E0,2.344275055E0,1.176673096E1
7.958762621E1,-1.531614990E0,2.643502808E0,1.085392914E1
7.959767221E1,-1.344504089E0,2.822231140E0,1.037297928E1
7.960771821E1,-1.013242950E0,2.879561920E0,1.027687912E1
7.961776421E1,-7.098239136E-1,2.731370087E0,1.042956161E1
7.962781021E1,-5.387297058E-1,2.546354828E0,1.053359528E1
7.963785621E1,-4.710704041E-1,2.407443695E0,1.039213943E1
7.964790221E1,-3.278182983E-1,2.275268555E0,1.005459137E1
7.965794821E1,-1.191522217E-1,2.208058319E0,9.687255249E0
7.966799421E1,1.142124939E-1,2.233655090E0,9.380543060E0
7.967804021E1,3.357518005E-1,2.288740540E0,9.050180054E0
7.968808621E1,5.260061646E-1,2.281705170E0,8.687334595E0
7.969813221E1,5.683680725E-1,2.219284973E0,8.252039795E0
7.970817821E1,5.703140259E-1,2.163750458E0,7.836653595E0
7.971822421E1,5.818400574E-1,2.104324036E0,7.426656189E0
7.972826921E1,5.884263611E-1,2.024090881E0,7.047943726E0
7.973831521E1,5.683680725E-1,1.963167572E0,6.625372467E0
7.974836121E1,5.448669434E-1,2.007026367E0,6.199358368E0
7.975840721E1,5.599855042E-1,2.165995789E0,5.825585632E0
7.976845321E1,6.153703308E-1,2.357597351E0,5.411696320E0
7.977849921E1,7.219487000E-1,2.578238525E0,5.072052612E0
7.978854521E1,7.137158203E-1,2.899021454E0,4.856650543E0
7.979859121E1,8.178991699E-1,3.175047455E0,4.809199219E0
7.980863721E1,8.969348145E-1,3.332819366E0,4.729265442E0
7.981868321E1,9.614506531E-1,3.548371124E0,4.617897034E0
7.982873008E1,1.053658905E0,3.841162262E0,4.599934387E0
7.983877608E1,1.053060150E0,3.971840515E0,4.812492371E0
7.984882208E1,1.029109955E0,3.895349579E0,5.309159546E0
7.985886808E1,1.074615326E0,3.791315918E0,6.066135406E0
7.986891408E1,1.141077118E0,3.752845917E0,6.906338196E0
7.987896008E1,1.318607941E0,3.738775177E0,7.679779816E0
7.988900608E1,1.521585846E0,3.802692261E0,8.272247772E0
7.989905208E1,1.542392578E0,3.863765259E0,8.748257904E0
7.990909808E1,1.569186859E0,3.850442963E0,9.165590057E0
7.991914408E1,1.560804291E0,3.827989655E0,9.560019836E0
7.992919008E1,1.541494446E0,3.811972961E0,9.772428131E0
7.993923608E1,1.626218262E0,3.842359772E0,9.809251556E0
7.994928208E1,1.943258972E0,3.964206390E0,9.799222412E0
7.995932808E1,2.379302216E0,4.189487915E0,9.913135529E0
7.996937408E1,2.767894135E0,4.408632202E0,1.010773087E1
7.997942008E1,3.137325897E0,4.608766022E0,1.010683273E1
7.998946608E1,3.338657227E0,4.641996918E0,9.972711639E0
7.999951208E1,3.325634308E0,4.526886292E0,9.906998291E0
8.000955808E1,3.193309479E0,4.491859131E0,9.992620239E0
8.001960408E1,2.886148224E0,4.763095093E0,9.921069031E0
8.002965008E1,2.742447052E0,5.049000549E0,9.366771698E0
8.003969608E1,2.990481262E0,5.042414246E0,9.060957642E0
8.004974208E1,3.496578827E0,4.992118835E0,9.361981659E0
8.005978808E1,3.950584717E0,4.767286377E0,1.039588165E1
8.006983308E1,4.289479980E0,4.032015381E0,1.173185349E1
8.007987908E1,4.373754730E0,2.993025970E0,1.314506470E1
8.008992508E1,4.407883759E0,2.111958160E0,1.448522781E1
8.009997108E1,4.271816711E0,1.557810516E0,1.513308060E1
8.011001708E1,3.916755066E0,1.372346191E0,1.476469666E1
8.012006308E1,3.514541473E0,1.523082733E0,1.342303665E1
8.013010908E1,3.223696289E0,1.810036011E0,1.164144150E1
8.014015508E1,3.105891266E0,2.140698395E0,1.013123199E1
8.015020108E1,3.091072083E0,2.458188171E0,9.208101654E0
8.016024708E1,2.988984375E0,2.666704559E0,8.602311401E0
8.017029308E1,2.846929779E0,2.789299622E0,8.514444122E0
8.018033908E1,2.677033081E0,2.675386505E0,8.773106232E0
8.019038508E1,2.465971985E0,2.455044708E0,9.106013947E0
8.020043108E1,2.130669250E0,2.304308167E0,9.265282745E0
8.021047708E1,1.777104492E0,2.219734039E0,9.190588074E0
8.022052308E1,1.453776855E0,2.186503143E0,8.877139893E0
8.023056908E1,1.174158325E0,2.275418243E0,8.427924042E0
8.024061508E1,9.749226379E-1,2.412084045E0,7.913294220E0
8.025066108E1,9.337582397E-1,2.561772766E0,7.408693542E0
8.026070708E1,8.027806091E-1,2.753524017E0,6.718778229E0
8.027075308E1,6.607260132E-1,2.969973907E0,6.218368835E0
8.028079908E1,6.045927429E-1,3.105741577E0,5.709876251E0
8.029084508E1,5.780978394E-1,3.278781738E0,5.301675110E0
8.030089108E1,6.545887756E-1,3.510948944E0,5.201683044E0
8.031093708E1,7.756869507E-1,3.687581635E0,5.314248962E0
8.032098308E1,8.869056702E-1,3.704496460E0,5.566474457E0
8.033102908E1,8.987310791E-1,3.590433655E0,5.934708710E0
8.034107508E1,7.875123596E-1,3.468886414E0,6.276897125E0
8.035112008E1,6.577322388E-1,3.420986023E0,6.609355774E0
8.036116608E1,4.954696655E-1,3.353177032E0,6.940916290E0
8.037121208E1,3.737727356E-1,3.268153839E0,7.133715363E0
8.038125808E1,3.914360046E-1,3.372636566E0,7.198979645E0
8.039130408E1,5.037025452E-1,3.577410736E0,7.228917389E0
8.040135008E1,5.767506409E-1,3.761228485E0,7.236850891E0
8.041139608E1,5.792953491E-1,3.873644714E0,7.378007355E0
8.042144208E1,5.486091614E-1,3.845652924E0,7.694598999E0
8.043148808E1,5.490582275E-1,3.732488251E0,8.099656677E0
8.044153408E1,6.071374512E-1,3.695215759E0,8.727600861E0
8.045158008E1,6.994953918E-1,3.664828949E0,9.467661896E0
8.046162608E1,7.129673767E-1,3.677702179E0,1.007749374E1
8.047167208E1,4.881349182E-1,3.623065796E0,1.046997757E1
8.048171808E1,1.977388000E-1,3.505260773E0,1.042791504E1
8.049176408E1,2.529739380E-2,3.525169373E0,1.016670822E1
8.050181008E1,5.807922363E-2,3.810176697E0,9.884395294E0
8.051185608E1,1.817221069E-1,4.234095154E0,9.667795715E0
8.052190208E1,4.414320374E-1,4.508923645E0,9.724827118E0
8.053194808E1,7.611671448E-1,4.596940613E0,9.842033386E0
8.054199408E1,9.839039612E-1,4.743036804E0,1.014425491E1
8.055204008E1,1.145418091E0,4.892276459E0,1.062834824E1
8.056208608E1,9.348060608E-1,5.062173157E0,1.081186661E1
8.057213108E1,3.748205566E-1,5.302423553E0,1.042507095E1
8.058217708E1,5.523513794E-2,5.451663208E0,9.826914825E0
8.059222308E1,1.025367737E-1,5.450914764E0,9.325457611E0
8.060226908E1,2.025288391E-1,5.470074921E0,9.232949982E0
8.061231508E1,3.909869385E-1,5.265749817E0,1.023766068E1
8.062236108E1,4.939727783E-1,4.323010254E0,1.199276093E1
8.063240708E1,3.192860413E-1,3.289858704E0,1.376447662E1
8.064245308E1,9.879455566E-3,2.732268219E0,1.503383698E1
8.065249908E1,-3.847000122E-1,2.406844940E0,1.494102997E1
8.066254508E1,-7.831713867E-1,2.479893036E0,1.376283005E1
8.067259108E1,-1.089135132E0,2.762505341E0,1.230890350E1
8.068263708E1,-1.131646729E0,3.056344299E0,1.115495316E1
8.069268308E1,-8.240364075E-1,3.215164032E0,1.079555054E1
8.070272908E1,-1.525328064E-1,3.132685547E0,1.142080032E1
8.071277508E1,5.134323120E-1,2.821931763E0,1.241039246E1
8.072282108E1,8.560697937E-1,2.582579498E0,1.304567139E1
8.073286708E1,9.416917419E-1,2.309547272E0,1.328442490E1
8.074291308E1,9.533674622E-1,1.843266907E0,1.311258224E1
8.075295908E1,7.746391296E-1,1.451830902E0,1.257415192E1
8.076300508E1,5.206173706E-1,1.267414398E0,1.180190781E1
8.077305008E1,4.369413757E-1,1.314266968E0,1.076755875E1
8.078309608E1,4.547543335E-1,1.507664795E0,9.671987000E0
8.079314208E1,5.185217285E-1,1.722168732E0,8.723259888E0
8.080318808E1,6.327342224E-1,1.955832825E0,7.787555695E0
8.081323408E1,7.372169495E-1,2.236050110E0,6.919061737E0
8.082327896E1,7.637118530E-1,2.479893036E0,6.127058716E0
8.083332496E1,6.809339905E-1,2.646496582E0,5.419031067E0
8.084337096E1,5.691165161E-1,2.818488922E0,4.912185059E0
8.085341696E1,4.483177185E-1,2.926713867E0,4.707261200E0
8.086346296E1,3.463796997E-1,2.869682465E0,4.627926178E0
8.087350896E1,3.047662354E-1,2.789000244E0,4.710404663E0
8.088355496E1,3.701802063E-1,2.761457520E0,4.932093658E0
8.089360096E1,5.068460083E-1,2.799927521E0,5.137466583E0
8.090364696E1,6.357279968E-1,2.905308380E0,5.301974487E0
8.091369296E1,7.634124756E-1,3.024759979E0,5.436544647E0
8.092373896E1,8.804690552E-1,3.217259674E0,5.541027374E0
8.093378496E1,9.270222473E-1,3.416794739E0,5.498964844E0
8.094383096E1,9.494755554E-1,3.529660034E0,5.479505310E0
8.095387696E1,9.614506531E-1,3.611689453E0,5.469775543E0
8.096392196E1,9.304650879E-1,3.655997314E0,5.753435669E0
8.097396796E1,9.623487854E-1,3.641627197E0,6.239924011E0
8.098401396E1,1.044677582E0,3.579506378E0,6.952292633E0
8.099405996E1,1.241667938E0,3.483855286E0,7.778274994E0
8.100410596E1,1.400038605E0,3.420237579E0,8.411458282E0
8.101415196E1,1.393152924E0,3.468287659E0,8.783584442E0
8.102419796E1,1.420545959E0,3.528612213E0,8.866362305E0
8.103424396E1,1.528321838E0,3.671265564E0,8.727451172E0
8.104428996E1,1.789977722E0,3.913312225E0,8.627309418E0
8.105433596E1,2.209405518E0,4.112996979E0,8.784332886E0
8.106438196E1,2.556833038E0,4.266577606E0,9.084009705E0
8.107442796E1,2.744692383E0,4.279750214E0,9.531429291E0
8.108447396E1,2.816393280E0,4.154610443E0,9.973759460E0
8.109451996E1,2.753823395E0,3.934568024E0,1.025786865E1
8.110456596E1,2.485880585E0,3.790417786E0,1.047521667E1
8.111461196E1,2.147284698E0,3.983366547E0,1.049722092E1
8.112465796E1,1.845063171E0,4.501139832E0,1.000264938E1
8.113470296E1,1.836680603E0,4.841531982E0,9.193282471E0
8.114474896E1,2.362537079E0,5.007237396E0,8.661139069E0
8.115479496E1,3.309767303E0,5.312003632E0,9.293723602E0
8.116484096E1,4.070485382E0,5.042863312E0,1.092473190E1
8.117488696E1,4.506079559E0,4.134103088E0,1.269360352E1
8.118493296E1,4.847818909E0,3.052751770E0,1.455468338E1
8.119497896E1,4.687053223E0,1.969005432E0,1.574740311E1
8.120502496E1,4.179009705E0,1.359173584E0,1.602747070E1
8.121507096E1,3.638483734E0,1.246158600E0,1.522977951E1
8.122511696E1,3.197500763E0,1.546134796E0,1.362736176E1
8.123516296E1,2.881507874E0,1.883084106E0,1.174727142E1
8.124520896E1,2.855162659E0,2.267933807E0,1.045006897E1
8.125525496E1,2.872376862E0,2.487676849E0,9.786947937E0
8.126530096E1,2.847528534E0,2.518662415E0,9.604477386E0
8.127534696E1,2.928210754E0,2.457589417E0,9.816586304E0
8.128539296E1,2.901117096E0,2.309098206E0,1.007554779E1
8.129543796E1,2.804268494E0,2.214794312E0,1.016416351E1
8.130548396E1,2.670446777E0,2.175126801E0,1.000220032E1
8.131552996E1,2.531835022E0,2.175426178E0,9.568701782E0
8.132557596E1,2.371069336E0,2.199675751E0,8.975635071E0
8.133562196E1,2.088457031E0,2.232906647E0,8.301287384E0
8.134566796E1,1.844314728E0,2.323767700E0,7.788753204E0
8.135571396E1,1.726060638E0,2.343676300E0,7.315138092E0
8.136575996E1,1.525627441E0,2.392474823E0,6.818321228E0
8.137580596E1,1.297501831E0,2.458786926E0,6.357579346E0
8.138585196E1,1.132095795E0,2.481838989E0,5.871091003E0
8.139589796E1,9.827064514E-1,2.480791168E0,5.451363831E0
8.140594396E1,9.711804199E-1,2.518961792E0,5.066514130E0
8.141598996E1,1.015937347E0,2.644700317E0,4.659809875E0
8.142603596E1,1.077908478E0,2.906056824E0,4.213288422E0
8.143608196E1,1.028511200E0,3.215912476E0,3.891607361E0
8.144612696E1,1.012793884E0,3.534599762E0,3.732937317E0
8.145617296E1,9.756710815E-1,3.703897705E0,3.845353546E0
8.146621896E1,9.857002258E-1,3.619473267E0,4.333937531E0
8.147626496E1,9.686357117E-1,3.435056763E0,5.007985840E0
8.148631096E1,8.770262146E-1,3.271746368E0,5.837860107E0
8.149635696E1,7.307803345E-1,3.045866089E0,6.685247955E0
8.150640296E1,6.354286194E-1,2.940485229E0,7.395670624E0
8.151644896E1,5.788462830E-1,2.938688965E0,8.031099243E0
8.152649496E1,5.183720398E-1,2.956950989E0,8.441246338E0
8.153654096E1,5.303471375E-1,3.085832977E0,8.806636505E0
8.154658696E1,7.659571838E-1,3.283721466E0,9.319170685E0
8.155663296E1,9.241781616E-1,3.454067230E0,9.712103577E0
8.156667896E1,8.556207275E-1,3.649560699E0,9.892777863E0
8.157672496E1,7.167095947E-1,3.888763275E0,1.008467880E1
8.158676996E1,5.721102905E-1,4.003275146E0,1.023855881E1
8.159681596E1,3.628454590E-1,4.002975769E0,1.037492523E1
8.160686196E1,1.017883301E-1,4.007915497E0,1.059856018E1
8.161690796E1,-1.796264648E-2,4.048032074E0,1.069046906E1
8.162695396E1,-5.598358154E-2,4.124223633E0,1.070648575E1
8.163699996E1,3.532653809E-2,4.110901337E0,1.088880661E1
8.164704596E1,2.077679443E-1,4.086053009E0,1.135239258E1
8.165709196E1,3.293151855E-1,4.164938965E0,1.203991287E1
8.166713796E1,2.936892700E-1,4.468956757E0,1.251966522E1
8.167718396E1,3.622467041E-1,4.958289185E0,1.242715759E1
8.168722996E1,6.471043396E-1,5.232219543E0,1.212897766E1
8.169727596E1,8.777746582E-1,5.178930359E0,1.175415710E1
8.170732196E1,1.022823029E0,4.963827667E0,1.210517715E1
8.171736796E1,1.177900543E0,4.435725861E0,1.313443680E1
8.172741296E1,1.121318207E0,3.826642456E0,1.431263672E1
8.173745896E1,9.183403015E-1,3.204386444E0,1.544607971E1
8.174750496E1,5.408253479E-1,2.643802185E0,1.557047104E1
8.175755096E1,-2.574645996E-2,2.506088562E0,1.475466751E1
8.176759696E1,-5.004093933E-1,2.565664673E0,1.355566086E1
8.177764296E1,-7.313790894E-1,2.559677124E0,1.242236755E1
8.178768896E1,-6.463558960E-1,2.503992920E0,1.189157135E1
8.179773496E1,-2.769241333E-1,2.474653931E0,1.191013275E1
8.180778096E1,2.442919922E-1,2.408341827E0,1.225860809E1
8.181782696E1,7.075785828E-1,2.273921356E0,1.258133698E1
8.182787296E1,8.987310791E-1,2.120191040E0,1.268761597E1
8.183791896E1,1.022373962E0,1.889071655E0,1.251068390E1
8.184796396E1,1.058299255E0,1.613494720E0,1.203557190E1
8.185800996E1,1.057401123E0,1.458417206E0,1.143726608E1
8.186805596E1,1.065334625E0,1.403780823E0,1.073387878E1
8.187810196E1,1.163979492E0,1.479673004E0,1.001118164E1
8.188814796E1,1.175206146E0,1.537153473E0,9.214238892E0
8.189819396E1,1.128503265E0,1.509760437E0,8.295299835E0
8.190823996E1,1.069974976E0,1.588646393E0,7.388335876E0
8.191828596E1,9.927355957E-1,1.701960754E0,6.504573669E0
8.192833196E1,9.825567627E-1,1.812281342E0,5.741161194E0
8.193837796E1,1.009201355E0,2.011217651E0,5.054988098E0
8.194842396E1,1.016985168E0,2.291285248E0,4.590354309E0
8.195846996E1,1.174906769E0,2.476749573E0,4.302353210E0
8.196851496E1,1.377585297E0,2.614612885E0,4.049678650E0
8.197856096E1,1.504521332E0,2.787952423E0,3.874093781E0
8.198860696E1,1.556762695E0,2.912343750E0,3.871249695E0
8.199865296E1,1.636097717E0,3.034489746E0,4.087998962E0
8.200869896E1,1.675465851E0,3.065625000E0,4.425846405E0
8.201874496E1,1.592538300E0,3.082988892E0,4.735552368E0
8.202879096E1,1.644330597E0,2.948568420E0,5.277724915E0
8.203883696E1,1.676813049E0,2.844983826E0,5.540278931E0
8.204888296E1,1.617686005E0,2.905458069E0,5.747747498E0
8.205892896E1,1.551972656E0,3.023712158E0,6.069727936E0
8.206897496E1,1.674268341E0,3.066074066E0,6.396947479E0
8.207902096E1,1.758243713E0,3.090323639E0,6.692732391E0
8.208906696E1,1.794618073E0,3.203039246E0,7.043902130E0
8.209911196E1,1.853296051E0,3.215164032E0,7.354955292E0
8.210915796E1,1.951042786E0,3.157833252E0,7.598049774E0
8.211920396E1,2.007774811E0,3.129242706E0,7.792046356E0
8.212924996E1,2.149230652E0,3.099903717E0,7.979157257E0
8.213929596E1,2.382445679E0,3.096460876E0,8.095615082E0
8.214934196E1,2.642754364E0,3.179538116E0,8.167016602E0
8.215938796E1,2.984344025E0,3.357368317E0,8.217461700E0
8.216943396E1,3.267255707E0,3.534450073E0,8.314759369E0
8.217947996E1,3.343297577E0,3.539838867E0,8.458909607E0
8.218952596E1,3.274141388E0,3.523073730E0,8.585546265E0
8.219957196E1,3.078947296E0,3.474574585E0,8.871900787E0
8.220961696E1,2.884202271E0,3.543431396E0,9.313781891E0
8.221966296E1,2.796035614E0,3.935316467E0,9.427994385E0
8.222970896E1,2.857407990E0,4.217928772E0,9.093140717E0
8.223975496E1,3.156635742E0,4.261338501E0,8.824150085E0
8.224980096E1,3.628005524E0,4.323010254E0,9.292975159E0
8.225984696E1,4.135749664E0,4.060905304E0,1.058344162E1
8.226989296E1,4.523892517E0,3.301684113E0,1.199829941E1
8.227993896E1,4.728666687E0,2.481988678E0,1.374875931E1
8.228998496E1,4.842130737E0,1.768272858E0,1.532962189E1
8.230003096E1,4.642895050E0,1.175954590E0,1.634900208E1
8.231007696E1,4.291575623E0,8.705895996E-1,1.641127258E1
8.232012196E1,4.036955109E0,8.503816223E-1,1.540491531E1
8.233016796E1,3.779041443E0,1.213825836E0,1.399709290E1
8.234021396E1,3.787274323E0,1.735491028E0,1.263297958E1
8.235025996E1,3.921844482E0,2.197280731E0,1.175176208E1
8.236030596E1,4.084556122E0,2.476001129E0,1.138083344E1
8.237035196E1,4.151317291E0,2.589315491E0,1.137798935E1
8.238039796E1,4.125870209E0,2.576741638E0,1.150747009E1
8.239044396E1,4.038601685E0,2.522254944E0,1.150567383E1
8.240048996E1,3.832480316E0,2.513572998E0,1.123353973E1
8.241053596E1,3.504063263E0,2.536175995E0,1.061083466E1
8.242058196E1,3.116219788E0,2.531385956E0,9.803114319E0
8.243062696E1,2.715054016E0,2.510429535E0,8.938811646E0
8.244067296E1,2.290536804E0,2.573598175E0,8.097710724E0
8.245071896E1,2.005978546E0,2.705623627E0,7.309300232E0
8.246076496E1,1.688039703E0,2.836750946E0,6.469995575E0
8.247081096E1,1.444346466E0,2.913690948E0,5.664370880E0
8.248085696E1,1.169817352E0,2.986888733E0,4.862638092E0
8.249090296E1,9.349557495E-1,3.031795349E0,4.370162201E0
8.250094896E1,8.018824768E-1,3.101849670E0,3.778292999E0
8.251099496E1,7.987390137E-1,3.273542633E0,3.581452332E0
8.252104096E1,8.367599487E-1,3.451223145E0,3.446133728E0
8.253108696E1,7.988887024E-1,3.635040894E0,3.378773804E0
8.254113196E1,8.026309204E-1,3.864513702E0,3.290756836E0
8.255117796E1,9.142987061E-1,4.076472931E0,3.341950378E0
8.256122396E1,7.734416199E-1,4.137845306E0,3.498375092E0
8.257126996E1,5.051994324E-1,4.141886902E0,4.117637329E0
8.258131596E1,3.017724609E-1,3.731440430E0,5.358856201E0
8.259136196E1,3.159928894E-1,3.237168274E0,6.600524139E0
8.260140796E1,2.628533936E-1,2.930306396E0,7.581134949E0
8.261145396E1,9.894424438E-2,2.842888184E0,8.291707306E0
8.262149996E1,5.987548828E-3,2.808908844E0,8.800948334E0
8.263154596E1,4.311035156E-2,2.789000244E0,9.178612976E0
8.264159096E1,1.074765015E-1,2.887794800E0,9.497599640E0
8.265163696E1,5.254074097E-2,3.143762512E0,9.740245056E0
8.266168296E1,4.011657715E-2,3.414998474E0,9.765243073E0
8.267172896E1,2.844085693E-3,3.601660309E0,9.769883423E0
8.268177496E1,2.589614868E-2,3.622616730E0,1.000190094E1
8.269182096E1,5.553451538E-2,3.623814240E0,1.041264679E1
8.270186696E1,1.496887207E-1,3.591331787E0,1.091305618E1
8.271191296E1,2.773731995E-1,3.456911316E0,1.135254227E1
8.272195896E1,4.737648010E-1,3.468287659E0,1.184217407E1
8.273200496E1,7.056326294E-1,3.669618988E0,1.232342331E1
8.274204996E1,9.080117798E-1,4.056115265E0,1.271485931E1
8.275209596E1,1.114731903E0,4.388723602E0,1.270168671E1
8.276214196E1,1.323847046E0,4.514013062E0,1.261905853E1
8.277218796E1,1.341360626E0,4.457879791E0,1.276784912E1
8.278223396E1,1.262923737E0,4.122427368E0,1.339818832E1
8.279227996E1,1.178499298E0,3.607198792E0,1.441068283E1
8.280232596E1,1.087638245E0,3.067870331E0,1.551463715E1
8.281237196E1,9.874964905E-1,2.530038757E0,1.622326355E1
8.282241796E1,9.777667236E-1,2.224524078E0,1.642713959E1
8.283246408E1,9.620494080E-1,2.168839874E0,1.571971069E1
8.284250908E1,9.068142700E-1,2.374212799E0,1.442954361E1
8.285255508E1,8.951385498E-1,2.585872650E0,1.314955536E1
8.286260108E1,9.845027161E-1,2.730322266E0,1.227357697E1
8.287264708E1,1.102607117E0,2.653531952E0,1.179996185E1
8.288269308E1,1.246907043E0,2.432890778E0,1.166614014E1
8.289273908E1,1.263073425E0,2.140997772E0,1.162557449E1
8.290278508E1,1.208437042E0,1.876647491E0,1.147319138E1
8.291283108E1,1.162632294E0,1.613345032E0,1.111663284E1
8.292287708E1,1.137334900E0,1.383423157E0,1.066502197E1
8.293292208E1,1.098864899E0,1.210981750E0,1.028151947E1
8.294296808E1,1.034798126E0,1.066382446E0,9.918524323E0
8.295301408E1,9.366023254E-1,9.211843872E-1,9.554331665E0
8.296306008E1,8.111631775E-1,7.514373779E-1,9.048683167E0
8.297310608E1,7.334747314E-1,6.486012268E-1,8.493487701E0
8.298315208E1,7.292834473E-1,6.578819275E-1,7.923922119E0
8.299319808E1,7.932005310E-1,7.908055115E-1,7.329208832E0
8.300324408E1,8.970845032E-1,9.539662170E-1,6.763385468E0
8.301329008E1,1.169368286E0,1.156345367E0,6.181246033E0
8.302333608E1,1.451381836E0,1.441652069E0,5.545667725E0
8.303338108E1,1.743574219E0,1.800006866E0,5.078788605E0
8.304342708E1,1.914518738E0,2.138003998E0,4.660109253E0
8.305347308E1,2.135309601E0,2.441423035E0,4.400998077E0
8.306351908E1,2.332599335E0,2.723436584E0,4.251758423E0
8.307356508E1,2.456391907E0,2.974015503E0,4.337679749E0
8.308361108E1,2.514471130E0,3.021167450E0,4.724176025E0
8.309365708E1,2.560275879E0,2.949765930E0,5.365292816E0
8.310370308E1,2.603984985E0,2.833906860E0,6.115532684E0
8.311374908E1,2.522105255E0,2.693199463E0,6.674021301E0
8.312379408E1,2.401156769E0,2.585423584E0,7.058571625E0
8.313384008E1,2.282154236E0,2.542313232E0,7.242389374E0
8.314388608E1,2.121687927E0,2.630779266E0,7.016509094E0
8.315393208E1,2.026785278E0,2.869233398E0,6.735543365E0
8.316397808E1,2.204765167E0,3.200195160E0,6.602769470E0
8.317402408E1,2.294428711E0,3.427422638E0,6.778953094E0
8.318407008E1,2.226470032E0,3.501069489E0,7.343878326E0
8.319411608E1,2.034569092E0,3.444187775E0,7.974516907E0
8.320416208E1,1.772015076E0,3.313210144E0,8.394842834E0
8.321420708E1,1.582958221E0,3.133433990E0,8.624914398E0
8.322425308E1,1.499880981E0,3.045117645E0,8.808732147E0
8.323429908E1,1.604513397E0,3.057242432E0,9.070238342E0
8.324434508E1,1.951491852E0,3.224744110E0,9.332642670E0
8.325439108E1,2.318678284E0,3.533551941E0,9.686057739E0
8.326443708E1,2.518512726E0,3.768712921E0,9.995913391E0
8.327448308E1,2.683320007E0,3.865860901E0,1.023975632E1
8.328452908E1,2.724334717E0,3.989653473E0,1.055185730E1
8.329457508E1,2.488874359E0,4.375101929E0,1.056592804E1
8.330462008E1,2.380050659E0,4.858895874E0,1.003408401E1
8.331466608E1,2.643203430E0,4.908592529E0,9.392967224E0
8.332471208E1,3.203488312E0,4.901706848E0,9.329948273E0
8.333475808E1,3.686234436E0,4.903203735E0,1.026250900E1
8.334480408E1,3.789669342E0,4.276007996E0,1.171329208E1
8.335485008E1,4.127666473E0,3.210972748E0,1.395128815E1
8.336489608E1,4.609215088E0,1.995500336E0,1.625170441E1
8.337494208E1,4.486470337E0,9.848020935E-1,1.751238281E1
8.338498808E1,4.003275146E0,5.402265930E-1,1.737451950E1
8.339503308E1,3.286415863E0,5.664221191E-1,1.568094131E1
8.340507908E1,2.696043549E0,8.289761353E-1,1.331106949E1
8.341512508E1,2.452799377E0,1.134191437E0,1.113728989E1
8.342517108E1,2.478545837E0,1.452279968E0,9.767787781E0
8.343521708E1,2.572250977E0,1.670376434E0,8.813222809E0
8.344526308E1,2.600691833E0,1.779200134E0,8.347541199E0
8.345530908E1,2.604883118E0,1.782792664E0,8.110883331E0
8.346535508E1,2.615061951E0,1.746118927E0,8.225395203E0
8.347540008E1,2.610571289E0,1.727856903E0,8.349337463E0
8.348544608E1,2.493215332E0,1.812730408E0,8.281827850E0
8.349549208E1,2.213297424E0,1.919907532E0,7.960745544E0
8.350553808E1,1.958078156E0,2.065255280E0,7.514673157E0
8.351558408E1,1.709295502E0,2.134112091E0,6.915469208E0
8.352563008E1,1.306034088E0,2.148781586E0,6.382876740E0
8.353567608E1,9.207353210E-1,2.205064545E0,5.984405365E0
8.354572208E1,6.358776855E-1,2.234253845E0,5.754034424E0
8.355576708E1,5.942642212E-1,2.254162445E0,5.591921539E0
8.356581308E1,5.776487732E-1,2.429298248E0,5.485792236E0
8.357585908E1,8.574169922E-1,2.604583740E0,5.611530762E0
8.358590508E1,1.190923462E0,2.757565613E0,5.697003021E0
8.359595108E1,1.394051056E0,2.964136047E0,5.774392090E0
8.360599708E1,1.465602264E0,3.181633759E0,5.768404541E0
8.361604308E1,1.453477478E0,3.301085358E0,5.755980377E0
8.362608908E1,1.383273468E0,3.407963104E0,5.748046875E0
8.363613508E1,1.316661987E0,3.533701630E0,5.704487457E0
8.364618008E1,1.196012878E0,3.695964203E0,5.644312592E0
8.365622608E1,1.036444702E0,3.753594360E0,5.787115631E0
8.366627208E1,9.455836487E-1,3.678151245E0,6.253545685E0
8.367631808E1,9.234297180E-1,3.633244629E0,6.914571075E0
8.368636408E1,8.343649292E-1,3.585942993E0,7.650590515E0
8.369641008E1,8.430468750E-1,3.512595520E0,8.350385284E0
8.370645608E1,8.556207275E-1,3.454216919E0,9.082961884E0
8.371650208E1,8.351133728E-1,3.353177032E0,9.887688446E0
8.372654708E1,9.614506531E-1,3.226240997E0,1.065678909E1
8.373659308E1,1.089883575E0,3.299588470E0,1.122919876E1
8.374663908E1,1.286125488E0,3.539988556E0,1.156210648E1
8.375668508E1,1.404978333E0,3.755989380E0,1.152737869E1
8.376673108E1,1.450034637E0,3.941004639E0,1.137798935E1
8.377677708E1,1.438807983E0,4.056115265E0,1.114148117E1
8.378682308E1,1.492246857E0,4.162394257E0,1.109013794E1
8.379686908E1,1.749412079E0,4.242178345E0,1.128697861E1
8.380691408E1,2.095193024E0,4.225862274E0,1.168245621E1
8.381696008E1,2.337988129E0,4.165837097E0,1.214514404E1
