"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.613449275E2,1.252191055E1,3.457809448E-2,6.273154907E0
2.613549715E2,1.218076996E1,-4.490661621E-1,8.457113342E0
2.613650165E2,1.135194351E1,-8.437953186E-1,9.936936035E0
2.613750615E2,1.055290512E1,-8.722361755E-1,9.069789276E0
2.613851055E2,1.006162674E1,-7.304809570E-1,7.083419952E0
2.613951505E2,1.075513458E1,1.440005493E-1,6.584956512E0
2.614051955E2,1.265752853E1,1.586101685E0,6.577023010E0
2.614152395E2,1.577704147E1,2.096540222E0,6.183341675E0
2.614252845E2,1.705702972E1,5.051994324E-1,6.163732452E0
2.614353295E2,1.383557877E1,-2.781815186E0,8.729546814E0
2.614453735E2,1.236743179E1,-1.281784515E0,1.313174240E1
2.614554185E2,1.071486832E1,-2.912942505E-1,1.369202728E1
2.614654635E2,8.712332611E0,4.004173279E-1,9.922116852E0
2.614755075E2,7.481591949E0,8.912466431E-1,7.169191589E0
2.614855525E2,6.438860321E0,1.144669647E0,6.756649475E0
2.614955965E2,5.338947601E0,2.532733154E-1,7.743547211E0
2.615056415E2,4.451892242E0,-8.780740356E-1,9.766440582E0
2.615156865E2,3.302282867E0,-1.805545349E0,1.153082153E1
2.615257305E2,2.593656464E0,-2.520608368E0,1.268776566E1
2.615357755E2,2.939587097E0,-2.724484406E0,1.314925598E1
2.615458205E2,3.173400879E0,-2.247725830E0,1.219454132E1
2.615558645E2,3.870501251E0,-1.457070007E0,1.064975372E1
2.615659095E2,4.951403503E0,-3.423381042E-1,9.275012512E0
2.615759545E2,6.397546234E0,5.771997070E-1,8.210875397E0
2.615859985E2,7.862699432E0,9.696835327E-1,7.511978760E0
2.615960435E2,8.930129700E0,1.164578247E0,7.206613770E0
2.616060885E2,9.390721893E0,8.192463684E-1,6.983727264E0
2.616161325E2,8.421936493E0,-1.392105103E-2,6.545438690E0
2.616261775E2,6.397546234E0,-5.866300964E-1,5.326373749E0
2.616362225E2,5.065017242E0,-9.066645813E-1,4.475393372E0
2.616462665E2,4.210594025E0,-8.536747742E-1,4.276157684E0
2.616563115E2,3.270698547E0,-6.810836792E-1,3.994443512E0
2.616663565E2,2.342329102E0,-5.939648438E-1,3.576662292E0
2.616764005E2,1.836830292E0,-4.532574463E-1,3.244203644E0
2.616864455E2,1.541943512E0,-4.105961609E-1,3.021915894E0
2.616964905E2,1.690584412E0,-4.894821167E-1,2.779420166E0
2.617065345E2,1.989063721E0,-4.966671753E-1,2.960094452E0
2.617165795E2,2.270328827E0,-5.043013000E-1,3.264860687E0
2.617266245E2,2.497855682E0,-6.611750793E-1,3.738326111E0
2.617366685E2,2.787054291E0,-9.063652039E-1,4.279750214E0
2.617467135E2,3.238066406E0,-7.274871826E-1,4.603077850E0
2.617567585E2,3.773952026E0,-4.541555786E-1,4.817581787E0
2.617668025E2,5.078040161E0,3.592529297E-3,5.091512146E0
2.617768475E2,6.430178375E0,4.031117249E-1,5.268743591E0
2.617868925E2,7.534132690E0,6.535409546E-1,5.396577759E0
2.617969365E2,8.679999847E0,1.002315674E0,5.526357880E0
2.618069815E2,9.551637268E0,1.113085327E0,6.087391205E0
2.618170255E2,1.014455429E1,9.151968384E-1,6.914870453E0
2.618270705E2,1.061158310E1,7.818241882E-1,7.670648804E0
2.618371155E2,1.130583939E1,1.201850739E0,8.176297302E0
2.618471595E2,1.091530151E1,6.081852722E-1,8.416847076E0
2.618572045E2,1.028601013E1,-3.891906738E-3,8.587791595E0
2.618672495E2,1.035037628E1,6.855743408E-2,8.144712982E0
2.618772935E2,1.070064789E1,2.745291138E-1,7.676336975E0
2.618873385E2,1.108849136E1,7.415579224E-1,6.973548431E0
2.618973835E2,1.118758530E1,1.296154633E0,6.565496979E0
2.619074275E2,1.140164017E1,1.428928528E0,6.601571960E0
2.619174725E2,1.130254623E1,1.190474396E0,7.037764893E0
2.619275175E2,1.056907150E1,6.264472961E-1,8.883726196E0
2.619375615E2,9.807305603E0,-7.188052368E-1,1.196970886E1
2.619476065E2,9.693991241E0,-6.933581543E-1,1.294792465E1
2.619576515E2,9.799521790E0,-5.921685791E-1,1.145418091E1
2.619676955E2,9.335037689E0,-1.068029022E0,9.622589722E0
2.619777405E2,8.906478882E0,-1.879341888E0,9.158404999E0
2.619877855E2,8.918603668E0,-2.836152191E0,8.707991638E0
2.619978295E2,8.975186005E0,-3.249442749E0,8.587492218E0
2.620078749E2,8.492140503E0,-3.898642731E0,8.536598053E0
2.620179199E2,7.374714203E0,-4.633314972E0,8.325536957E0
2.620279639E2,5.773943024E0,-5.154231720E0,7.998018036E0
2.620380089E2,4.259841614E0,-5.356161804E0,7.412884827E0
2.620480539E2,3.219804382E0,-5.631439362E0,6.912325745E0
2.620580979E2,2.971620483E0,-5.414241028E0,6.915768585E0
2.620681429E2,3.787124634E0,-4.466561737E0,7.486531677E0
2.620781879E2,4.969964905E0,-3.546874237E0,7.877219238E0
2.620882319E2,5.767506409E0,-2.252815247E0,7.859406281E0
2.620982769E2,6.293512573E0,-9.363029480E-1,7.792645111E0
2.621083209E2,6.891668701E0,2.683918762E-1,7.362439728E0
2.621183659E2,7.744595032E0,1.170416107E0,6.336772614E0
2.621284109E2,8.596473541E0,1.886976013E0,5.136418762E0
2.621384549E2,8.775650940E0,1.810036011E0,4.441264343E0
2.621484999E2,7.875572662E0,1.036444702E0,4.103117523E0
2.621585449E2,6.778354340E0,2.160008240E-1,3.917653198E0
2.621685889E2,6.076014862E0,-1.562750244E-1,3.892355804E0
2.621786339E2,5.424569550E0,-2.359094238E-1,4.052373047E0
2.621886789E2,4.898713074E0,-3.104544067E-1,3.968098297E0
2.621987229E2,4.247567139E0,-3.466790771E-1,3.887865143E0
2.622087679E2,3.354374542E0,-3.577560425E-1,3.486399994E0
2.622188129E2,2.501148834E0,-3.294648743E-1,3.093766479E0
2.622288569E2,1.694176941E0,-3.074606323E-1,2.703527985E0
2.622389019E2,1.005758514E0,-2.833607483E-1,2.386487274E0
2.622489469E2,4.340972900E-1,-3.191363525E-1,2.019450531E0
2.622589909E2,3.632945251E-1,-1.959425354E-1,1.587448883E0
2.622690359E2,1.407523041E0,-5.628295898E-2,2.178270264E0
2.622790809E2,2.762355652E0,7.185058594E-3,3.801494751E0
2.622891249E2,4.258494415E0,-1.868115234E-1,4.764891357E0
2.622991699E2,6.040987701E0,-5.733078003E-2,5.746849365E0
2.623092149E2,8.263715515E0,2.234852600E-1,6.410718842E0
2.623192589E2,1.109687393E1,7.738906860E-1,7.072193298E0
2.623293039E2,1.385039795E1,1.511556702E0,7.253915405E0
2.623393489E2,1.649075729E1,2.386786652E0,6.620432739E0
2.623493929E2,1.716630249E1,2.212099915E0,6.903494110E0
2.623594379E2,1.514670227E1,9.692344666E-1,7.609575806E0
2.623694819E2,1.365206039E1,2.335144043E-1,8.226143646E0
2.623795269E2,1.202269867E1,1.234931946E-1,8.560398560E0
2.623895719E2,1.136930740E1,4.580474854E-2,8.127498779E0
2.623996159E2,1.133951935E1,6.478527832E-1,7.165000305E0
2.624096609E2,1.162258072E1,8.559201050E-1,6.062093811E0
2.624197059E2,1.208886108E1,9.105564880E-1,4.513863373E0
2.624297499E2,1.261636414E1,1.242266693E0,3.463946686E0
2.624397949E2,1.256966125E1,5.445675659E-1,3.669319611E0
2.624498399E2,1.012060410E1,-1.893712006E0,7.165599060E0
2.624598839E2,7.881111145E0,-9.539662170E-1,1.162722107E1
2.624699289E2,7.492668915E0,1.044827271E-1,1.307785446E1
2.624799739E2,6.140680389E0,2.305206299E-2,1.127979355E1
2.624900179E2,4.669988708E0,-5.102888489E-1,8.864715729E0
2.625000629E2,4.346212006E0,-6.644682312E-1,8.702752533E0
2.625101079E2,2.818339233E0,-1.142574005E0,9.831255798E0
2.625201519E2,1.516496429E0,-1.956431580E0,1.116243759E1
2.625301969E2,1.581611023E0,-2.572700043E0,1.254855515E1
2.625402419E2,2.411784668E0,-2.967429199E0,1.280557068E1
2.625502859E2,3.784729614E0,-2.414179688E0,1.190564209E1
2.625603309E2,5.693859558E0,-1.583856354E0,1.073896820E1
2.625703759E2,7.415878601E0,-1.025667114E0,9.839788055E0
2.625804199E2,8.728648682E0,-9.806108093E-1,9.816885681E0
2.625904649E2,9.517059174E0,-1.238973541E0,9.910740509E0
2.626005099E2,9.940528564E0,-1.273551636E0,9.362879791E0
2.626105539E2,1.002046234E1,-1.057999878E0,8.121361542E0
2.626205989E2,9.355545044E0,-8.762777710E-1,6.391259308E0
2.626306439E2,8.027656403E0,-8.660989380E-1,4.776267700E0
2.626406879E2,6.757697296E0,-1.108444977E0,3.928430786E0
2.626507329E2,5.370382233E0,-1.134790192E0,3.835474091E0
2.626607769E2,4.343966675E0,-9.936337280E-1,3.943249969E0
2.626708219E2,3.614832916E0,-6.146218872E-1,3.813469849E0
2.626808669E2,3.066822510E0,-1.767823792E-1,3.741319885E0
2.626909109E2,2.852767639E0,-2.543211365E-1,3.734883270E0
2.627009559E2,2.541415100E0,1.302291870E-1,3.640130310E0
2.627110009E2,2.198777618E0,1.978884888E-1,3.129691772E0
2.627210449E2,1.610950012E0,-2.670446777E-1,2.759361877E0
2.627310899E2,1.354533234E0,-6.120771790E-1,2.432441711E0
2.627411349E2,1.960922241E0,-9.180409241E-1,2.847378845E0
2.627511789E2,2.837499390E0,-9.978250122E-1,3.433709564E0
2.627612239E2,3.647764435E0,-1.078207855E0,4.037104797E0
2.627712689E2,4.341272278E0,-1.064286804E0,4.641847229E0
2.627813129E2,5.376369781E0,-6.789880371E-1,4.896168365E0
2.627913579E2,6.598129120E0,-1.643582153E-1,5.205574951E0
2.628014029E2,7.567812653E0,3.935316467E-1,5.833668823E0
2.628114469E2,8.601862335E0,7.946974182E-1,6.643784180E0
2.628214919E2,9.965676270E0,1.391506348E0,7.897427216E0
2.628315369E2,1.071756271E1,1.354383545E0,8.711584167E0
2.628415809E2,1.100810852E1,9.286688232E-1,8.432414703E0
2.628516259E2,1.065589096E1,2.745291138E-1,7.823181610E0
2.628616699E2,1.021879990E1,-2.345622253E-1,7.647896118E0
2.628717149E2,1.025472519E1,-6.129753113E-1,7.948471069E0
2.628817599E2,1.018601807E1,-9.056167603E-1,7.766898651E0
2.628918039E2,1.032657578E1,-6.536906433E-1,7.043453064E0
2.629018489E2,1.094987961E1,2.408491516E-1,6.479425964E0
2.629118939E2,1.163560364E1,1.508263550E0,6.419849854E0
2.629219379E2,1.137843842E1,1.620979156E0,6.918912048E0
2.629319829E2,1.041803558E1,7.316784668E-1,9.013206940E0
2.629420279E2,9.285490723E0,-8.713380432E-1,1.188288940E1
2.629520719E2,9.380093994E0,-1.091829529E0,1.322589661E1
2.629621169E2,9.812844086E0,-1.114731903E0,1.253373596E1
2.629721619E2,9.386530609E0,-1.285077667E0,1.082009949E1
2.629822059E2,8.851692810E0,-1.806144104E0,9.149573364E0
2.629922509E2,8.680748291E0,-2.404898987E0,8.009693756E0
2.630022948E2,8.531957703E0,-3.034489746E0,7.608677673E0
2.630123388E2,8.206085358E0,-3.947291565E0,7.826025696E0
2.630223838E2,7.562423859E0,-4.671485596E0,8.634344788E0
2.630324288E2,6.857839050E0,-5.345384216E0,9.176217957E0
2.630424728E2,6.125561829E0,-5.642965393E0,9.003626862E0
2.630525178E2,5.456303558E0,-5.463189240E0,8.122109985E0
2.630625628E2,5.291496277E0,-4.824916534E0,7.374414825E0
2.630726068E2,5.714217224E0,-4.142036591E0,7.165898438E0
2.630826518E2,6.202501831E0,-3.327131195E0,7.022496643E0
2.630926968E2,6.344706116E0,-2.405348053E0,6.742878113E0
2.631027408E2,6.600224762E0,-1.567689972E0,6.273005219E0
2.631127858E2,6.813381500E0,-7.250921631E-1,5.716612244E0
2.631228298E2,6.756649475E0,-3.209326172E-1,5.160368958E0
2.631328748E2,6.243815918E0,-1.441502380E-1,4.883145447E0
2.631429198E2,5.495072937E0,-1.004411316E-1,4.881199493E0
2.631529638E2,4.858446808E0,1.392105103E-2,4.763244781E0
2.631630088E2,4.204756165E0,-2.761756897E-1,4.694687347E0
2.631730538E2,3.636238403E0,-3.179388428E-1,4.393214264E0
2.631830978E2,3.290457458E0,-1.567240906E-1,3.924688568E0
2.631931428E2,3.147953796E0,4.355941772E-2,3.508404236E0
2.632031878E2,2.975213013E0,7.768844604E-2,3.350482635E0
2.632132318E2,2.635269928E0,1.420545959E-1,3.092868347E0
2.632232768E2,2.477797394E0,2.125579834E-2,2.832859039E0
2.632333218E2,2.228865051E0,-3.382965088E-2,2.650388489E0
2.632433658E2,2.149530029E0,1.347198486E-1,2.515518951E0
2.632534108E2,2.042502594E0,2.523751831E-1,2.547252960E0
2.632634558E2,2.479443970E0,3.570075989E-1,2.829116821E0
2.632734998E2,3.645519104E0,4.498146057E-1,3.837420044E0
2.632835448E2,4.861739960E0,8.282276917E-1,4.840633850E0
2.632935898E2,6.566844177E0,9.500743103E-1,5.389841766E0
2.633036338E2,8.485105133E0,9.171427917E-1,5.841901703E0
2.633136788E2,1.051174072E1,9.942324829E-1,5.745202789E0
2.633237238E2,1.209754303E1,1.087039490E0,5.376369781E0
2.633337678E2,1.315778824E1,1.054107971E0,5.325026550E0
2.633438128E2,1.355925339E1,7.179071045E-1,5.734574890E0
2.633538568E2,1.293954208E1,4.231700134E-1,7.020700378E0
2.633639018E2,1.266276764E1,4.014651489E-1,8.435109100E0
2.633739468E2,1.199410812E1,6.601272583E-1,8.625812531E0
2.633839908E2,1.104732697E1,-7.679031372E-2,8.508157196E0
2.633940358E2,1.161315033E1,-9.969268799E-2,7.851023712E0
2.634040808E2,1.342528198E1,1.020128632E0,6.647975464E0
2.634141248E2,1.510209503E1,1.309177551E0,6.184838562E0
2.634241698E2,1.550341049E1,9.460327148E-1,6.009553070E0
2.634342148E2,1.431099014E1,-3.920347595E-1,6.184688873E0
2.634442588E2,1.238449631E1,-2.711162109E0,7.642956390E0
2.634543038E2,9.771380310E0,-2.517315216E0,1.106184677E1
2.634643488E2,6.841373291E0,-8.400531006E-1,1.367915405E1
2.634743928E2,4.735252991E0,-1.680255890E0,1.214259933E1
2.634844378E2,3.601510620E0,-1.677262115E0,7.973319397E0
2.634944828E2,3.007096710E0,-4.583468628E-1,6.059698792E0
2.635045268E2,2.655178528E0,-2.317181396E-1,6.619833984E0
2.635145718E2,1.880988464E0,-1.450783081E0,7.663014679E0
2.635246168E2,1.765578461E0,-2.329306183E0,9.144483948E0
2.635346608E2,2.170336761E0,-2.989732819E0,1.075932587E1
2.635447058E2,3.776047668E0,-3.575913849E0,1.241263779E1
2.635547508E2,6.235583038E0,-3.082988892E0,1.288116348E1
2.635647948E2,8.203091583E0,-1.397493896E0,1.174352921E1
2.635748398E2,9.325457611E0,-6.249504089E-1,1.068567902E1
2.635848838E2,9.258097687E0,-6.390211487E-1,1.014769775E1
2.635949288E2,8.369395752E0,-8.762777710E-1,9.404193878E0
2.636049738E2,7.386838989E0,-1.093326416E0,8.506809998E0
2.636150178E2,7.138056335E0,-1.182540894E0,7.527696075E0
2.636250628E2,7.118746490E0,-1.208437042E0,6.498137054E0
2.636351078E2,7.119944000E0,-6.741979980E-1,5.333259430E0
2.636451518E2,6.516399078E0,-3.507206726E-1,4.376149750E0
2.636551968E2,5.665568390E0,-3.083587646E-1,3.754043427E0
2.636652418E2,4.787494354E0,-3.731739807E-1,3.669469299E0
2.636752858E2,3.936364288E0,-4.812492371E-1,3.791315918E0
2.636853308E2,3.249592438E0,-6.267466736E-1,3.609593811E0
2.636953758E2,3.142265625E0,-8.346643066E-1,3.507805481E0
2.637054198E2,2.976260834E0,-9.424401855E-1,3.519780579E0
2.637154648E2,2.718197479E0,-1.014440460E0,3.204685822E0
2.637255098E2,2.546055450E0,-8.910969543E-1,3.331771545E0
2.637355538E2,2.331701202E0,-7.978408813E-1,3.390599213E0
2.637455988E2,2.330503693E0,-1.056802368E0,3.619622955E0
2.637556438E2,2.587369537E0,-8.547225952E-1,4.126468964E0
2.637656878E2,3.033142548E0,-5.783972168E-1,4.395309906E0
2.637757328E2,3.742816772E0,-5.378315735E-1,4.754862213E0
2.637857768E2,4.593048706E0,-5.592370605E-1,5.361550598E0
2.637958218E2,5.470823364E0,-3.790118408E-1,5.776038666E0
2.638058668E2,6.334078217E0,-6.810836792E-2,5.853427734E0
2.638159108E2,7.651638336E0,9.136999512E-1,5.932164001E0
2.638259558E2,8.703650665E0,1.010249176E0,6.334676971E0
2.638360008E2,9.143585815E0,7.337741089E-1,6.874903564E0
2.638460448E2,9.890083466E0,1.220262451E0,7.113806763E0
2.638560898E2,1.055814423E1,1.467248840E0,7.108118591E0
2.638661348E2,1.078282700E1,8.765771484E-1,7.015461273E0
2.638761788E2,1.087578369E1,2.866539001E-1,7.207960968E0
2.638862238E2,1.109058701E1,2.395019531E-3,7.492219849E0
2.638962688E2,1.168365372E1,2.264790344E-1,7.752079468E0
2.639063128E2,1.213750992E1,5.098397827E-1,7.797584839E0
2.639163578E2,1.177720917E1,8.202941895E-1,7.592810669E0
2.639264028E2,1.127335693E1,1.186432800E0,7.412884827E0
2.639364468E2,1.060424835E1,1.045426025E0,8.105943604E0
2.639464918E2,9.391919403E0,-3.978726196E-1,1.085048630E1
2.639565368E2,8.610993347E0,-1.702559509E0,1.333262466E1
2.639665808E2,9.094038849E0,-1.348545685E0,1.263088394E1
2.639766258E2,8.766819305E0,-1.553170166E0,1.034872971E1
2.639866708E2,8.554411011E0,-1.924547882E0,9.031319275E0
2.639967148E2,8.344547424E0,-2.640059967E0,8.271948395E0
2.640067603E2,7.814349976E0,-3.302432556E0,7.662415924E0
2.640168043E2,7.416327667E0,-3.803889771E0,7.525899811E0
2.640268493E2,7.378456421E0,-4.185296631E0,7.926466827E0
2.640368943E2,7.453600159E0,-4.511767731E0,8.622519379E0
2.640469383E2,7.294031982E0,-4.909191284E0,9.229806519E0
2.640569833E2,6.815177765E0,-4.914580078E0,9.510173492E0
2.640670283E2,6.191424866E0,-4.765190735E0,9.579030304E0
2.640770723E2,6.191574554E0,-4.469705200E0,9.275012512E0
2.640871173E2,6.867419128E0,-3.553610229E0,8.852740631E0
2.640971623E2,7.475005646E0,-2.514321442E0,7.959248657E0
2.641072063E2,8.110583954E0,-1.569186859E0,6.997947693E0
2.641172513E2,8.108937378E0,-1.046024780E0,6.109994202E0
2.641272963E2,7.527995453E0,-8.759783936E-1,5.387746124E0
2.641373403E2,6.660998383E0,-7.240443420E-1,5.077142029E0
2.641473853E2,5.747298431E0,-6.640191650E-1,4.753515015E0
2.641574303E2,4.863087158E0,-7.255412292E-1,4.649331665E0
2.641674743E2,4.039050751E0,-9.632469177E-1,4.305646362E0
2.641775193E2,3.397335205E0,-9.617500305E-1,3.810476074E0
2.641875643E2,2.990181885E0,-1.020877075E0,3.417393494E0
2.641976083E2,2.841990051E0,-9.701325989E-1,3.171754303E0
2.642076533E2,3.115770721E0,-3.227288818E-1,3.088527374E0
2.642176983E2,3.177442474E0,-3.637435913E-1,3.294199677E0
2.642277423E2,3.486998749E0,-1.317260742E-2,3.588637390E0
2.642377873E2,3.839665375E0,4.102967834E-1,3.721560974E0
2.642478313E2,3.872896271E0,4.944218445E-1,3.606001282E0
2.642578763E2,3.860322418E0,6.810836792E-1,3.483855286E0
2.642679213E2,3.777843933E0,7.282356262E-1,3.329975281E0
2.642779653E2,3.870351563E0,8.220904541E-1,3.338956604E0
2.642880103E2,4.414619751E0,8.891510010E-1,3.551065521E0
2.642980553E2,5.126389618E0,8.725355530E-1,3.708538055E0
2.643080993E2,6.092929688E0,8.216413879E-1,3.845054169E0
2.643181443E2,7.121740265E0,8.701405334E-1,3.911216583E0
2.643281893E2,8.200247498E0,8.366102600E-1,4.008364563E0
2.643382333E2,9.307644653E0,5.376818848E-1,4.673281860E0
2.643482783E2,1.062206131E1,3.637435913E-1,6.358926544E0
2.643583233E2,1.191686874E1,5.180726624E-1,8.035739594E0
2.643683673E2,1.250334915E1,6.378236389E-1,9.516759796E0
2.643784123E2,1.193513077E1,6.445596313E-1,9.154363403E0
2.643884573E2,1.199365906E1,2.552192688E-1,8.334967346E0
2.643985013E2,1.335223389E1,8.178991699E-1,7.768245850E0
2.644085463E2,1.514236130E1,1.268462219E0,7.109765167E0
2.644185913E2,1.548290314E1,5.025050354E-1,6.846762085E0
2.644286353E2,1.401325928E1,-4.903802490E-1,6.286177826E0
2.644386803E2,1.271306305E1,-2.072889404E0,6.054908752E0
2.644487253E2,1.196012878E1,-2.919977875E0,7.480544128E0
2.644587693E2,1.010608429E1,-1.126557312E0,1.092054062E1
2.644688143E2,7.119794312E0,-5.261558533E-1,1.341345657E1
2.644788583E2,4.787344666E0,-1.232536926E0,1.050051407E1
2.644889033E2,3.260220337E0,-7.470964050E-1,8.379275208E0
2.644989483E2,3.667223969E0,-2.975811768E-1,8.219257965E0
2.645089923E2,3.543581085E0,-4.626878357E-1,9.284891968E0
2.645190373E2,3.143014069E0,-1.996997223E0,1.077564194E1
2.645290823E2,2.955603790E0,-3.137176208E0,1.233659592E1
2.645391263E2,3.682641907E0,-3.511547699E0,1.314431625E1
2.645491713E2,5.231770477E0,-2.693199463E0,1.263776962E1
2.645592163E2,7.040309601E0,-9.912387085E-1,1.116588043E1
2.645692603E2,8.410560150E0,-5.059478760E-2,9.926757202E0
2.645793053E2,9.170380096E0,4.770579529E-1,9.260193329E0
2.645893503E2,9.123228149E0,3.269201660E-1,8.831484833E0
2.645993943E2,8.640182648E0,-5.852828979E-2,8.552764435E0
2.646094393E2,8.555608521E0,-1.734892273E-1,8.060737610E0
2.646194843E2,8.123008118E0,-4.505630493E-1,7.148534546E0
2.646295283E2,6.937623138E0,-7.318281555E-1,6.215075684E0
2.646395733E2,5.551355896E0,-9.687854004E-1,5.516328735E0
2.646496183E2,4.407434692E0,-1.307231598E0,5.021457825E0
2.646596623E2,3.543281708E0,-1.509311371E0,4.505929871E0
2.646697073E2,2.624192963E0,-1.501527557E0,3.905678101E0
2.646797523E2,1.701511688E0,-1.475032654E0,3.044818268E0
2.646897963E2,1.032852173E0,-1.481918335E0,2.268981628E0
2.646998413E2,1.152004395E0,-1.400487671E0,2.084864502E0
2.647098853E2,1.625020752E0,-1.251248016E0,2.616259460E0
2.647199303E2,2.162403259E0,-1.113534393E0,3.105442200E0
2.647299753E2,2.666704559E0,-1.013093262E0,3.615731049E0
2.647400193E2,3.244652710E0,-9.162446594E-1,3.722608795E0
2.647500643E2,3.547323303E0,-1.032253418E0,3.838018799E0
2.647601093E2,3.932023315E0,-1.071920929E0,3.833827515E0
2.647701533E2,4.529431000E0,-8.994795227E-1,4.051025848E0
2.647801983E2,5.118605804E0,-7.704478455E-1,4.575385437E0
2.647902433E2,5.720653839E0,-5.763015747E-2,4.717589722E0
2.648002873E2,6.633605347E0,4.977149963E-1,5.057981873E0
2.648103323E2,7.584727478E0,9.725276184E-1,5.879623260E0
2.648203773E2,8.573571167E0,1.324445801E0,6.748117218E0
2.648304213E2,9.923314362E0,1.819017334E0,7.622299347E0
2.648404663E2,1.094493988E1,2.065704346E0,7.850125580E0
2.648505113E2,1.153441406E1,1.655557251E0,7.619006195E0
2.648605553E2,1.086620361E1,4.191284180E-3,7.745792542E0
2.648706003E2,1.027358597E1,-9.096583557E-1,8.288563843E0
2.648806453E2,1.052341644E1,-8.640032959E-1,8.288713531E0
2.648906893E2,1.093880264E1,-4.683760071E-1,7.658524017E0
2.649007343E2,1.114716934E1,-1.601669312E-1,6.966213684E0
2.649107793E2,1.168829407E1,7.741900635E-1,6.441405029E0
2.649208233E2,1.210382996E1,1.613045654E0,6.452631683E0
2.649308683E2,1.229228806E1,1.945803680E0,7.169790344E0
2.649409123E2,1.148307083E1,1.485211487E0,9.237590332E0
2.649509573E2,9.125473480E0,-6.170169067E-1,1.218645813E1
2.649610023E2,7.839946747E0,-1.512754211E0,1.323712326E1
2.649710463E2,7.287445679E0,-1.478325806E0,1.109867020E1
2.649810913E2,7.202272797E0,-1.659449158E0,9.714348907E0
2.649911363E2,7.333699493E0,-2.288441162E0,8.949738922E0
2.650011803E2,7.245532837E0,-2.574645996E0,8.891809387E0
2.650112251E2,7.170538788E0,-2.963387604E0,8.876990204E0
2.650212701E2,6.810687103E0,-3.522924042E0,8.709488525E0
2.650313141E2,6.306685181E0,-3.821103973E0,8.602760468E0
2.650413591E2,5.972280579E0,-4.269122314E0,8.706195374E0
2.650514041E2,5.861660614E0,-4.617597656E0,9.069190521E0
2.650614481E2,6.152505798E0,-4.830904083E0,9.366472321E0
2.650714931E2,7.348518677E0,-4.387675781E0,9.447453918E0
2.650815381E2,8.634644165E0,-3.633843384E0,8.962312775E0
2.650915821E2,9.298363953E0,-2.745740204E0,8.055648193E0
2.651016271E2,9.377998352E0,-1.771416321E0,7.056475983E0
2.651116721E2,9.059760132E0,-1.193767548E0,6.602470093E0
2.651217161E2,8.048313446E0,-7.264393616E-1,6.349496155E0
2.651317611E2,6.763984222E0,-3.921844482E-1,5.722450104E0
2.651418061E2,5.577850800E0,-1.284329224E-1,4.981041870E0
2.651518501E2,4.532275085E0,-2.335144043E-2,4.269721069E0
2.651618951E2,3.564687195E0,-4.131408691E-2,3.777245178E0
2.651719391E2,2.713407440E0,1.826202393E-2,3.286864929E0
2.651819841E2,2.113155670E0,-7.694000244E-2,2.938090210E0
2.651920291E2,1.735640717E0,-5.209167480E-2,2.995570679E0
2.652020731E2,1.518442383E0,5.313949585E-2,2.988086243E0
2.652121181E2,1.397942963E0,1.326242065E-1,2.787353668E0
2.652221631E2,1.621727600E0,2.538720703E-1,2.522853699E0
2.652322071E2,1.891915741E0,5.331912231E-1,2.278112640E0
2.652422521E2,2.104623413E0,3.562591553E-1,2.299967194E0
2.652522971E2,2.515518951E0,1.468446350E-1,2.730621643E0
2.652623411E2,3.120111694E0,4.206253052E-2,3.391647034E0
2.652723861E2,4.004322968E0,-7.484436035E-2,3.912114716E0
2.652824311E2,4.996160431E0,1.496887207E-1,4.275409241E0
2.652924751E2,6.507268066E0,3.668870544E-1,4.574187927E0
2.653025201E2,8.144862671E0,6.060896301E-1,4.926704865E0
2.653125651E2,9.601932678E0,6.731501770E-1,5.423072662E0
2.653226091E2,1.056727524E1,5.563929749E-1,6.002068634E0
2.653326541E2,1.115061218E1,3.242257690E-1,6.559509430E0
2.653426991E2,1.118923187E1,9.565109253E-2,7.285649414E0
2.653527431E2,1.143457169E1,-6.271957397E-2,8.228089600E0
2.653627881E2,1.163695084E1,-1.068777466E-1,9.042246552E0
2.653728321E2,1.144834305E1,-3.555107117E-1,8.572523346E0
2.653828771E2,1.138981476E1,-8.211923218E-1,7.470964050E0
2.653929221E2,1.301797897E1,-1.088237000E-1,6.463259583E0
2.654029661E2,1.631831589E1,1.483714600E0,5.987848206E0
2.654130111E2,1.806802734E1,2.066303101E0,6.402785339E0
2.654230561E2,1.607192825E1,6.783892822E-1,7.145840149E0
2.654331001E2,1.339130264E1,-1.419797516E0,7.899522858E0
2.654431451E2,1.107022934E1,-2.033970337E0,9.562115479E0
2.654531901E2,8.144563293E0,-1.360221405E0,1.229692841E1
2.654632341E2,5.712271271E0,-1.665736084E0,1.089808731E1
2.654732791E2,4.785847778E0,-9.898915100E-1,8.390052795E0
2.654833241E2,4.951553192E0,2.903961182E-2,8.302185516E0
2.654933681E2,4.643044739E0,-1.764830017E-1,8.987011414E0
2.655034131E2,3.987707520E0,-1.193168793E0,9.735005951E0
2.655134581E2,2.914589081E0,-2.195783844E0,1.102577179E1
2.655235021E2,2.711162109E0,-2.981649628E0,1.218690720E1
2.655335471E2,3.249742126E0,-3.477418671E0,1.246098724E1
2.655435921E2,4.423900452E0,-3.305126953E0,1.216460358E1
2.655536361E2,5.839806061E0,-2.775827637E0,1.152992340E1
